"MovieTitle","MovieID","MovieURL","ReleaseYear","IMDBRating","NumberOfUsersRated","DurationMins","ReleaseDate","Genre1","Genre2","Genre3","NumIMDBUserReviews","NumIMDBCriticReviews","DirectorName","DirectorID","DirectorURL","Star1Name","Star1ID","Star1URL","Star2Name","Star2ID","Star2URL","Star3Name","Star3ID","Star3URL","BoxOfficeBudget","BoxOfficeBudgetCurr","BoxOfficeOpeningWeekend","BoxOfficeOpeningWeekendCurr","BoxOfficeGross","BoxOfficeGrossCurr","NumberOfOscars"
"Dear God","tt0116059","http://www.imdb.com/title/tt0116059/","1996","5.2","3031","112"," 1 November 1996
(USA)
","Comedy",NA,NA,"3031",NA,"Warren Leight","/name/nm0438230","/name/nm0438230/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $3,213,045        

      (USA)
      (1 November 1996)
    ",NA,"
    Gross:        $7,061,018        

      (USA)
      (10 January 1997)
    ",NA,"
    See more »
  ","NA","0"
"Bad Moon","tt0115610","http://www.imdb.com/title/tt0115610/","1996","5.6","3569","80"," 1 November 1996
(USA)
","Horror",NA,NA,"3569",NA,"Wayne Smith","/name/nm0714599","/name/nm0714599/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $607,081        

      (USA)
      (1 November 1996)
    ",NA,"
    Gross:        $1,100,000        

      (USA)
    ",NA,"
    See more »
  ","NA","0"
"Shiloh","tt0120118","http://www.imdb.com/title/tt0120118/","1996","6.4","2005","93"," 25 April 1997
(USA)
","Drama","Family",NA,"2005",NA,"Phyllis Reynolds Naylor","/name/nm0623297","/name/nm0623297/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $1,002,175        

      (USA)
      (11 July 1997)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Romeo + Juliet","tt0117509","http://www.imdb.com/title/tt0117509/","1996","6.8","156873","120"," 1 November 1996
(USA)
","Drama","Romance",NA,"156873","101","Baz Luhrmann","/name/nm0525303","/name/nm0525303/","Leonardo DiCaprio","nm0000138","/name/nm0000138/","Claire Danes","nm0000132","/name/nm0000132/","John Leguizamo","nm0000491","/name/nm0000491/","14500000","USD","11133231","USD","
    Gross:        ITL 3,795,630,000        

      (Italy)
      (2 May 1997)
    ","NA","1"
"Ransom","tt0117438","http://www.imdb.com/title/tt0117438/","1996","6.6","94529","121"," 8 November 1996
(USA)
","Crime","Thriller",NA,"94529","78","Ron Howard","/name/nm0000165","/name/nm0000165/","Mel Gibson","nm0000154","/name/nm0000154/","Gary Sinise","nm0000641","/name/nm0000641/","Rene Russo","nm0000623","/name/nm0000623/","
    Opening Weekend:         $34,216,088        

      (USA)
      (8 November 1996)
    ",NA,"
    Gross:        $136,448,821        

      (USA)
      (11 April 1997)
    ",NA,"
    See more »
  ","NA","1"
"Necronomicon: Book of Dead","tt0107664","http://www.imdb.com/title/tt0107664/","1993","5.7","3741","96"," 29 July 1994
(UK)
","Horror",NA,NA,"3741",NA,"Brent V. Friedman","/name/nm0295165","/name/nm0295165/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Company Credits",NA,"
    Production Co:
        
Davis-Films      
        See more »
      
    ","NA","0"
"High School High","tt0116531","http://www.imdb.com/title/tt0116531/","1996","5.4","10475","86"," 25 October 1996
(USA)
","Comedy","Crime","Romance","10475","15","David Zucker","/name/nm0516598","/name/nm0516598/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $20,951,277        

      (USA)
      (10 January 1997)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"The Associate","tt0115580","http://www.imdb.com/title/tt0115580/","1996","6.0","5816","114"," 25 October 1996
(USA)
","Comedy",NA,NA,"5816",NA,"Jenaro Prieto","/name/nm0140643","/name/nm0140643/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        ITL 449,532,000        

      (Italy)
      (30 May 1997)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Thinner","tt0117894","http://www.imdb.com/title/tt0117894/","1996","5.7","18693","93"," 25 October 1996
(USA)
","Comedy","Horror","Thriller","18693",NA,"Tom Holland",NA,NA,"Joe Mantegna","nm0001505","/name/nm0001505/","Robert John Burke","nm0121559","/name/nm0121559/","Lucinda Jenney","nm0421087","/name/nm0421087/","
    Opening Weekend:         $5,679,046        

      (USA)
      (25 October 1996)
    ",NA,"
    Gross:        $15,171,475        

      (USA)
      (7 February 1997)
    ",NA,"
    See more »
  ","NA","0"
"The Dentist","tt0116075","http://www.imdb.com/title/tt0116075/","1996","5.1","6149","92"," 18 October 1996
(USA)
","Horror","Thriller",NA,"6149",NA,"Dennis Paoli","/name/nm0660016","/name/nm0660016/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"Sleepers","tt0117665","http://www.imdb.com/title/tt0117665/","1996","7.5","147459","147"," 18 October 1996
(USA)
","Crime","Drama","Thriller","147459","69","Barry Levinson",NA,NA,"Robert De Niro","nm0000134","/name/nm0000134/","Kevin Bacon","nm0000102","/name/nm0000102/","Brad Pitt","nm0000093","/name/nm0000093/","44000000","USD","12305745","USD","53300852","USD","1"
"Get on the Bus","tt0116404","http://www.imdb.com/title/tt0116404/","1996","6.8","3936","120"," 16 October 1996
(USA)
","Drama","History",NA,"3936",NA,"Reggie Rock Bythewood","/name/nm0090066","/name/nm0090066/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $2,837,711        

      (USA)
      (18 October 1996)
    ",NA,"
    Gross:        $5,731,103        

      (USA)
      (15 November 1996)
    ",NA,"
    See more »
  ","NA","0"
"The Fortunes and Misfortunes of Moll Flanders","tt0116345","http://www.imdb.com/title/tt0116345/",NA,"8.0","937","54"," 13 October 1996
(USA)
","Comedy","Drama","Romance","937",NA,"Romance","/name/nm0214518","/name/nm0214518/",NA,"/title/tt0116345/releaseinfo","/title/tt0116345/releaseinfo",NA,NA,NA,NA,NA,NA,"
    Production Co:
        
Granada Television,        
WGBH      
        See more »
      
    ",NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"","NA","0"
"If These Walls Could Talk","tt0116607","http://www.imdb.com/title/tt0116607/",NA,"7.1","3085","97"," 13 October 1996
(USA)
","Drama","Thriller",NA,"3085",NA,"Pamela Wallace","/name/nm0908620","/name/nm0908620/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
      Runtime: 
        97 min
    ","NA","3"
"The People vs. Larry Flynt","tt0117318","http://www.imdb.com/title/tt0117318/","1996","7.3","69587","129"," 25 December 1996
(USA)
","Biography","Drama",NA,"69587","64","Milos Forman","/name/nm0001232","/name/nm0001232/","Woody Harrelson","nm0000437","/name/nm0000437/","Courtney Love","nm0001482","/name/nm0001482/","Edward Norton","nm0001570","/name/nm0001570/","36000000","USD","607652","USD","20191312","USD","2"
"Mandela","tt0116980","http://www.imdb.com/title/tt0116980/","1996","6.8","243","118"," 21 March 1997
(USA)
","Documentary","Biography","History","243",NA,"Winnie Mandela","/name/nm0541691","/name/nm0541691/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
      Runtime: 
        118 min
    ","NA","1"
"SubUrbia","tt0120238","http://www.imdb.com/title/tt0120238/","1996","6.8","7030","121"," 7 February 1997
(USA)
","Comedy","Drama",NA,"7030","50","Eric Bogosian","/name/nm0091899","/name/nm0091899/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $482,665        

      (USA)
      (14 March 1997)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"The Long Kiss Goodnight","tt0116908","http://www.imdb.com/title/tt0116908/","1996","6.7","57746","121"," 11 October 1996
(USA)
","Action","Crime","Drama","57746","92","Renny Harlin",NA,NA,"Geena Davis","nm0000133","/name/nm0000133/","Samuel L. Jackson","nm0000168","/name/nm0000168/","Yvonne Zima","nm0956531","/name/nm0956531/","
    Opening Weekend:         $9,065,363        

      (USA)
      (11 October 1996)
    ",NA,"
    Gross:        £4,543,100        

      (UK)
      (17 January 1997)
    ",NA,"
    See more »
  ","NA","0"
"The Ghost and the Darkness","tt0116409","http://www.imdb.com/title/tt0116409/","1996","6.8","43947","110"," 11 October 1996
(USA)
","Action","Adventure","Drama","43947",NA,"Stephen Hopkins",NA,NA,"Michael Douglas","nm0000140","/name/nm0000140/","Val Kilmer","nm0000174","/name/nm0000174/","Tom Wilkinson","nm0929489","/name/nm0929489/","55000000","USD","9215063","USD","38553833","USD","1"
"To Gillian on Her 37th Birthday","tt0117924","http://www.imdb.com/title/tt0117924/","1996","5.7","3965","93"," 18 October 1996
(USA)
","Drama","Fantasy","Romance","3965",NA,"Michael Brady","/name/nm0005082","/name/nm0005082/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $4,137,645        

      (USA)
      (13 December 1996)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Albino Alligator","tt0115495","http://www.imdb.com/title/tt0115495/","1996","6.1","6463","97"," 17 January 1997
(USA)
","Crime","Drama","Thriller","6463","37","Christian Forte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $188,050        

      (USA)
      (24 January 1997)
    ",NA,"
    Gross:        ITL 41,874,000        

      (Italy)
      (6 June 1997)
    ",NA,"
    See more »
  ","NA","0"
"The Glimmer Man","tt0116421","http://www.imdb.com/title/tt0116421/","1996","5.3","14734","91"," 4 October 1996
(USA)
","Action","Comedy","Crime","14734",NA,"Kevin Brodbin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45000000","USD","7605504","USD","
    Gross:        JPY 87,897,900        

      (Japan)
      (24 January 1997)
    ","NA","0"
"Bound","tt0115736","http://www.imdb.com/title/tt0115736/","1996","7.4","39354","108"," 4 October 1996
(USA)
","Crime","Drama","Romance","39354","114","Andy Wachowski","/name/nm0905154","/name/nm0905154/","Jennifer Tilly","nm0000236","/name/nm0000236/","Gina Gershon","nm0000153","/name/nm0000153/","Joe Pantoliano","nm0001592","/name/nm0001592/","
    Opening Weekend:         $900,902        

      (USA)
      (4 October 1996)
    ",NA,"
    Gross:        $3,798,532        

      (USA)
      (20 December 1996)
    ",NA,"
    See more »
  ","NA","0"
"That Thing You Do!","tt0117887","http://www.imdb.com/title/tt0117887/","1996","6.8","48135","108"," 4 October 1996
(USA)
","Comedy","Drama","Music","48135","74","Tom Hanks",NA,NA,"Tom Hanks","nm0000158","/name/nm0000158/","Liv Tyler","nm0000239","/name/nm0000239/","Charlize Theron","nm0000234","/name/nm0000234/","
    Opening Weekend:         $6,208,595        

      (USA)
      (4 October 1996)
    ",NA,"
    Gross:        ITL 187,396,000        

      (Italy)
      (6 June 1997)
    ",NA,"
    See more »
  ","NA","1"
"D3: The Mighty Ducks","tt0116000","http://www.imdb.com/title/tt0116000/","1996","5.3","17989","104"," 4 October 1996
(USA)
","Action","Comedy","Drama","17989",NA,"Robert Lieberman",NA,NA,"Emilio Estevez","nm0000389","/name/nm0000389/","Jeffrey Nordling","nm0635139","/name/nm0635139/","David Selby","nm0782978","/name/nm0782978/","
    Opening Weekend:         $6,170,358        

      (USA)
      (4 October 1996)
    ",NA,"
    Gross:        $22,936,273        

      (USA)
      (31 January 1997)
    ",NA,"
    See more »
  ","NA","0"
"The Chamber","tt0115862","http://www.imdb.com/title/tt0115862/","1996","5.9","10037","113"," 11 October 1996
(USA)
","Drama","Thriller",NA,"10037","38","John Grisham","/name/nm0001300","/name/nm0001300/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $5,612,095        

      (USA)
      (11 October 1996)
    ",NA,"
    Gross:        ITL 419,247,000        

      (Italy)
      (6 June 1997)
    ",NA,"
    See more »
  ","NA","0"
"Forgotten Silver","tt0116344","http://www.imdb.com/title/tt0116344/",NA,"7.6","4847","53"," 3 October 1997
(USA)
","Comedy",NA,NA,"4847",NA,"Costa Botes","/name/nm0001392","/name/nm0001392/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"Mother Night","tt0117093","http://www.imdb.com/title/tt0117093/","1996","7.2","4143","114"," 1 November 1996
(USA)
","Drama","Romance","War","4143",NA,"Kurt Vonnegut Jr.","/name/nm0004332","/name/nm0004332/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6000000","USD","48661","USD","392362","USD","0"
"Ulysses' Gaze","tt0114863","http://www.imdb.com/title/tt0114863/","1995","7.5","4325","176"," 1 November 1997
(USA)
","Drama","War",NA,"4325",NA,"Theodoros Angelopoulos","/name/nm0000766","/name/nm0000766/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"|",NA,"Federal Republic of Yugoslavia",NA,"|","NA","0"
"The Funeral","tt0116378","http://www.imdb.com/title/tt0116378/","1996","6.6","6714","99"," 1 November 1996
(USA)
","Crime","Drama",NA,"6714",NA,"Nicholas St. John","/name/nm0820669","/name/nm0820669/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $1,227,324        

      (USA)
      (27 December 1996)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Twelfth Night or What You Will","tt0117991","http://www.imdb.com/title/tt0117991/","1996","7.3","4724","134"," 25 October 1996
(USA)
","Comedy","Drama","Romance","4724",NA,"William Shakespeare","/name/nm0638080","/name/nm0638080/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $33,451        

      (USA)
      (25 October 1996)
    ",NA,"
    Gross:        $551,545        

      (USA)
      (20 December 1996)
    ",NA,"
    See more »
  ","NA","0"
"Trees Lounge","tt0117958","http://www.imdb.com/title/tt0117958/","1996","7.2","11032","95"," 11 October 1996
(USA)
","Comedy","Drama",NA,"11032",NA,"Steve Buscemi","/name/nm0000114","/name/nm0000114/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $39,830        

      (USA)
      (11 October 1996)
    ",NA,"
    Gross:        $695,229        

      (USA)
    ",NA,"
    See more »
  ","NA","0"
"Bullet","tt0115781","http://www.imdb.com/title/tt0115781/","1996","6.5","6097","96"," 13 March 1997
(Australia)
","Action","Crime","Drama","6097",NA,"Mickey Rourke","/name/nm0747912","/name/nm0747912/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Jude","tt0116722","http://www.imdb.com/title/tt0116722/","1996","7.0","8323","123"," 18 October 1996
(USA)
","Drama","Romance",NA,"8323","32","Hossein Amini","/name/nm0024925","/name/nm0024925/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $31,850        

      (USA)
      (18 October 1996)
    ",NA,"
    Gross:        $405,144        

      (USA)
      (20 December 1996)
    ",NA,"
    See more »
  ","NA","0"
"Beautiful Thing","tt0115640","http://www.imdb.com/title/tt0115640/","1996","7.8","17391","90"," 9 October 1996
(USA)
","Comedy","Drama","Romance","17391",NA,"Jonathan Harvey","/name/nm1281893","/name/nm1281893/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $33,931        

      (USA)
      (11 October 1996)
    ",NA,"
    Gross:        $1,500,000        

      (USA)
    ",NA,"
    See more »
  ","NA","0"
"Breaking the Waves","tt0115751","http://www.imdb.com/title/tt0115751/","1996","7.9","46286","159"," 13 November 1996
(USA)
","Drama","Romance",NA,"46286","114","Lars von Trier","/name/nm0001885","/name/nm0001885/","Emily Watson","nm0001833","/name/nm0001833/","Stellan Skarsgård","nm0001745","/name/nm0001745/","Katrin Cartlidge","nm0001020","/name/nm0001020/","|",NA,"Iceland",NA,"|","NA","1"
"Johns","tt0116714","http://www.imdb.com/title/tt0116714/","1996","6.3","1508","96"," 31 January 1997
(USA)
","Drama",NA,NA,"1508",NA,"Scott Silver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $50,789        

      (USA)
      (31 January 1997)
    ",NA,"
    Gross:        $50,789        

      (USA)
      (31 January 1997)
    ",NA,"
    See more »
  ","NA","0"
"Swingers","tt0117802","http://www.imdb.com/title/tt0117802/","1996","7.4","61754","96"," 11 April 1997
(Brazil)
","Comedy","Drama",NA,"61754","77","Doug Liman","/name/nm0510731","/name/nm0510731/","Vince Vaughn","nm0000681","/name/nm0000681/","Heather Graham","nm0001287","/name/nm0001287/","Jon Favreau","nm0269463","/name/nm0269463/","200000","USD","74118","USD","4505922","USD","0"
"Prisoner of the Mountains","tt0116754","http://www.imdb.com/title/tt0116754/","1996","7.7","3346","99"," 31 January 1997
(USA)
","Drama","War",NA,"3346",NA,"Arif Aliev","/name/nm0019732","/name/nm0019732/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $661,361        

      (USA)
      (28 March 1997)
    ",NA,"
    See more »
  ",NA,"","NA","1"
"Passion","tt0117306","http://www.imdb.com/title/tt0117306/",NA,"8.1","236","114"," 29 September 1996
(USA)
","Drama","Musical","Romance","236",NA,"James Lapine","/name/nm0487567","/name/nm0487567/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
      Runtime: 
        114 min
    ","NA","0"
"Extreme Measures","tt0116259","http://www.imdb.com/title/tt0116259/","1996","6.1","13570","118"," 27 September 1996
(USA)
","Crime","Drama","Mystery","13570",NA,"Michael Palmer","/name/nm0006904","/name/nm0006904/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $6,906,546        

      (USA)
      (27 September 1996)
    ",NA,"
    Gross:        ITL 2,583,776,000        

      (Italy)
      (3 January 1997)
    ",NA,"
    See more »
  ","NA","0"
"2 Days in the Valley","tt0115438","http://www.imdb.com/title/tt0115438/","1996","6.5","15144","104"," 27 September 1996
(USA)
","Comedy","Crime","Drama","15144",NA,"John Herzfeld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $3,352,440        

      (USA)
      (27 September 1996)
    ",NA,"
    Gross:        $11,114,000        

      (USA)
    ",NA,"
    See more »
  ","NA","0"
"Secrets & Lies","tt0117589","http://www.imdb.com/title/tt0117589/","1996","8.0","27115","136"," 25 October 1996
(USA)
","Drama",NA,NA,"27115","66","Mike Leigh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $60,813        

      (USA)
      (27 September 1996)
    ",NA,"
    Gross:        $13,417,292        

      (USA)
      (16 May 1997)
    ",NA,"
    See more »
  ","NA","5"
"Curdled","tt0115994","http://www.imdb.com/title/tt0115994/","1996","5.9","3956","88"," 27 September 1996
(USA)
","Comedy","Crime","Thriller","3956",NA,"Reb Braddock","/name/nm0531021","/name/nm0531021/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"The Line King: The Al Hirschfeld Story","tt0116886","http://www.imdb.com/title/tt0116886/","1996","7.4","165","86"," 27 September 1996
(USA)
","Documentary","Biography",NA,"165",NA,"Susan Warms Dryfoos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
    Sound Mix:
        Stereo
    ","NA","1"
"The First Wives Club","tt0116313","http://www.imdb.com/title/tt0116313/","1996","6.2","29960","103"," 20 September 1996
(USA)
","Comedy",NA,NA,"29960","50","Hugh Wilson",NA,NA,"Goldie Hawn","nm0000443","/name/nm0000443/","Bette Midler","nm0000541","/name/nm0000541/","Diane Keaton","nm0000473","/name/nm0000473/","
    Opening Weekend:         $18,913,411        

      (USA)
      (20 September 1996)
    ",NA,"
    Gross:        ITL 5,349,973,000        

      (Italy)
      (28 February 1997)
    ",NA,"
    See more »
  ","NA","1"
"Last Man Standing","tt0116830","http://www.imdb.com/title/tt0116830/","1996","6.4","42648","101"," 20 September 1996
(USA)
","Action","Crime","Drama","42648",NA,"Ryûzô Kikushima","/name/nm0000041","/name/nm0000041/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $7,010,331        

      (USA)
      (20 September 1996)
    ",NA,"
    Gross:        $18,127,448        

      (USA)
      (20 December 1996)
    ",NA,"
    See more »
  ","NA","0"
"American Buffalo","tt0115530","http://www.imdb.com/title/tt0115530/","1996","5.7","2888","88"," 13 September 1996
(USA)
","Drama",NA,NA,"2888",NA,"David Mamet","/name/nm0000519","/name/nm0000519/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $540,364        

      (USA)
      (4 October 1996)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"The Rich Man's Wife","tt0117473","http://www.imdb.com/title/tt0117473/","1996","5.1","2362","95"," 13 September 1996
(USA)
","Thriller",NA,NA,"2362",NA,"Amy Holden Jones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $8,538,318        

      (USA)
      (3 January 1997)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Feeling Minnesota","tt0116289","http://www.imdb.com/title/tt0116289/","1996","5.4","8858","99"," 13 September 1996
(USA)
","Comedy","Crime","Drama","8858","35","Steven Baigelman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $1,598,051        

      (USA)
      (13 September 1996)
    ",NA,"
    Gross:        $3,102,672        

      (USA)
      (4 October 1996)
    ",NA,"
    See more »
  ","NA","0"
"Maximum Risk","tt0117011","http://www.imdb.com/title/tt0117011/","1996","5.4","15124","101"," 13 September 1996
(USA)
","Action","Crime","Mystery","15124",NA,"Larry Ferguson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $5,611,707        

      (USA)
      (13 September 1996)
    ",NA,"
    Gross:        ITL 532,445,000        

      (Italy)
      (2 May 1997)
    ",NA,"
    See more »
  ","NA","0"
"Fly Away Home","tt0116329","http://www.imdb.com/title/tt0116329/","1996","6.8","18963","107"," 13 September 1996
(USA)
","Adventure","Drama","Family","18963",NA,"Bill Lishman","/name/nm0734441","/name/nm0734441/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        £3,121,394        

      (UK)
      (28 February 1997)
    ",NA,"
    See more »
  ",NA,"","NA","1"
"Bogus","tt0115725","http://www.imdb.com/title/tt0115725/","1996","5.3","5046","110"," 6 September 1996
(USA)
","Comedy","Family","Fantasy","5046",NA,"Jeff Rothberg","/name/nm4267752","/name/nm4267752/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30000000","USD","1895593","USD","4357000","USD","0"
"Bulletproof","tt0115783","http://www.imdb.com/title/tt0115783/","1996","5.8","28369","84"," 6 September 1996
(USA)
","Action","Comedy","Crime","28369",NA,"Joe Gayton","/name/nm0311020","/name/nm0311020/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $6,014,400        

      (USA)
      (6 September 1996)
    ",NA,"
    Gross:        $21,162,420        

      (USA)
      (25 October 1996)
    ",NA,"
    See more »
  ","NA","0"
"Superman: The Last Son of Krypton","tt0177267","http://www.imdb.com/title/tt0177267/",NA,"7.8","1554","64"," 6 September 1996
(USA)
","Animation","Action","Adventure","1554",NA,"Adventure","/name/nm0227704","/name/nm0227704/",NA,"/title/tt0177267/releaseinfo","/title/tt0177267/releaseinfo",NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
      Runtime: 
        64 min
    ","NA","0"
"Michael Collins","tt0117039","http://www.imdb.com/title/tt0117039/","1996","7.1","22669","133"," 11 October 1996
(USA)
","Biography","Drama","Thriller","22669","40","Neil Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28000000","USD","187052","USD","11030963","USD","2"
"Surviving Picasso","tt0117791","http://www.imdb.com/title/tt0117791/","1996","6.3","5584","125"," 20 September 1996
(USA)
","Biography","Drama","Romance","5584","26","Arianna Huffington","/name/nm0695609","/name/nm0695609/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16000000","USD","87054","USD","
    Gross:        ESP 25,932,481        

      (Spain)
    ","NA","0"
"The Stupids","tt0117768","http://www.imdb.com/title/tt0117768/","1996","4.1","5551","94"," 30 August 1996
(USA)
","Comedy","Adventure",NA,"5551",NA,"James Marshall","/name/nm0550930","/name/nm0550930/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $1,593,929        

      (USA)
      (30 August 1996)
    ",NA,"
    Gross:        $2,415,593        

      (USA)
      (13 September 1996)
    ",NA,"
    See more »
  ","NA","0"
"First Kid","tt0116311","http://www.imdb.com/title/tt0116311/","1996","5.1","7169","101"," 30 August 1996
(USA)
","Family","Comedy",NA,"7169",NA,"Tim Kelleher","/name/nm0445552","/name/nm0445552/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $8,434,651        

      (USA)
      (30 August 1996)
    ",NA,"
    Gross:        $26,459,681        

      (USA)
      (24 January 1997)
    ",NA,"
    See more »
  ","NA","0"
"The Crow: City of Angels","tt0115986","http://www.imdb.com/title/tt0115986/","1996","4.5","14966","84"," 30 August 1996
(USA)
","Action","Fantasy","Thriller","14966",NA,"James O'Barr","/name/nm0333060","/name/nm0333060/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13000000","USD","9785111","USD","17883659","USD","0"
"Sling Blade","tt0117666","http://www.imdb.com/title/tt0117666/","1996","8.0","69119","135"," 14 March 1997
(USA)
","Drama",NA,NA,"69119","103","Billy Bob Thornton",NA,NA,"Billy Bob Thornton","nm0000671","/name/nm0000671/","Dwight Yoakam","nm0948267","/name/nm0948267/","J.T. Walsh","nm0000687","/name/nm0000687/","890000","USD","36644","USD","24475416","USD","1"
"Carpool","tt0115836","http://www.imdb.com/title/tt0115836/","1996","4.8","3381","89"," 23 August 1996
(USA)
","Comedy",NA,NA,"3381","13","Don Rhymer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17000000","USD","1628482","USD","3308758","USD","0"
"Solo","tt0117688","http://www.imdb.com/title/tt0117688/","1996","3.8","3395","94"," 23 August 1996
(USA)
","Action","Sci-Fi","Thriller","3395",NA,"Robert Mason","/name/nm0179968","/name/nm0179968/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $4,932,915        

      (USA)
      (13 September 1996)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Foxfire","tt0116353","http://www.imdb.com/title/tt0116353/","1996","6.1","6817","102"," 23 August 1996
(USA)
","Drama",NA,NA,"6817",NA,"Joyce Carol Oates","/name/nm0924772","/name/nm0924772/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $258,263        

      (USA)
      (30 August 1996)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"She's the One","tt0117628","http://www.imdb.com/title/tt0117628/","1996","6.1","13541","96"," 23 August 1996
(USA)
","Comedy","Drama","Romance","13541",NA,"Edward Burns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $2,088,492        

      (USA)
      (23 August 1996)
    ",NA,"
    Gross:        $9,449,219        

      (USA)
      (18 October 1996)
    ",NA,"
    See more »
  ","NA","0"
"The Island of Dr. Moreau","tt0116654","http://www.imdb.com/title/tt0116654/","1996","4.4","25328","96"," 23 August 1996
(USA)
","Horror","Sci-Fi","Thriller","25328",NA,"John Frankenheimer","/name/nm0822582","/name/nm0822582/","David Thewlis","nm0000667","/name/nm0000667/","Marlon Brando","nm0000008","/name/nm0000008/","Val Kilmer","nm0000174","/name/nm0000174/","
    Opening Weekend:         $9,101,987        

      (USA)
      (23 August 1996)
    ",NA,"
    Gross:        JPY 338,920,000        

      (Japan)
      (22 November 1996)
    ",NA,"
    See more »
  ","NA","0"
